Refseq	Symbol	Chr	Start	End	Strand	txLength	countLength	basal1	basal2	treat1	treat2
RN7SL314P	RN7SL314P	chrx	1	1	.	290	290	0	0	0	0
AL135791.1	AL135791.1	chrx	1	1	.	83	83	0	0	0	0
KLF6	KLF6	chrx	1	1	.	6139	6139	6402	6002	13385	18368
AL117337.1	AL117337.1	chrx	1	1	.	70	70	0	0	0	0
ZNF33A	ZNF33A	chrx	1	1	.	7439	7439	113	143	165	134
RNU6-795P	RNU6-795P	chrx	1	1	.	103	103	0	0	0	0
ZNF37A	ZNF37A	chrx	1	1	.	9626	9626	240	192	141	161
HSD17B7P2	HSD17B7P2	chrx	1	1	.	1654	1654	8	0	0	0
SEPT7P9	SEPT7P9	chrx	1	1	.	1204	1204	0	0	0	0
RNU6-1118P	RNU6-1118P	chrx	1	1	.	104	104	0	0	0	0
LINC00999	LINC00999	chrx	1	1	.	992	992	0	0	0	0
ACTR3BP5	ACTR3BP5	chrx	1	1	.	1802	1802	0	0	0	0
DIP2C	DIP2C	chrx	1	1	.	10003	10003	292	319	275	390
AL031601.1	AL031601.1	chrx	1	1	.	73	73	0	0	0	0
CCNYL2	CCNYL2	chrx	1	1	.	3957	3957	0	0	0	1
ZNF33B	ZNF33B	chrx	1	1	.	8298	8298	222	313	295	325
RNU6-1170P	RNU6-1170P	chrx	1	1	.	106	106	0	0	0	0
RNU6-885P	RNU6-885P	chrx	1	1	.	104	104	0	0	0	0
MIR5100	MIR5100	chrx	1	1	.	119	119	0	0	0	0
CSGALNACT2	CSGALNACT2	chrx	1	1	.	3752	3752	810	1402	591	1135
RNU6ATAC11P	RNU6ATAC11P	chrx	1	1	.	125	125	0	0	0	0
HNRNPF	HNRNPF	chrx	1	1	.	3253	3253	1900	2224	1376	2914
ZNF487	ZNF487	chrx	1	1	.	5037	5037	67	17	35	3
RNU7-193P	RNU7-193P	chrx	1	1	.	65	65	0	0	0	0
ZNF239	ZNF239	chrx	1	1	.	2509	2509	0	0	0	11
ZNF485	ZNF485	chrx	1	1	.	2397	2397	0	13	23	39
HNRNPA3P1	HNRNPA3P1	chrx	1	1	.	3006	3006	0	0	0	0
AL512640.1	AL512640.1	chrx	1	1	.	72	72	0	0	0	0
CXCL12	CXCL12	chrx	1	1	.	6380	6380	2114	344	1127	441
AL137026.1	AL137026.1	chrx	1	1	.	78	78	0	0	0	0
TMEM72	TMEM72	chrx	1	1	.	3157	3157	0	0	0	0
RASSF4	RASSF4	chrx	1	1	.	9481	9481	417	364	265	469
RNU6-163P	RNU6-163P	chrx	1	1	.	106	106	0	0	0	0
MIR3156-1	MIR3156-1	chrx	1	1	.	75	75	0	0	0	0
RNU6-1207P	RNU6-1207P	chrx	1	1	.	107	107	0	0	0	0
OR13A1	OR13A1	chrx	1	1	.	2174	2174	0	0	0	0
ALOX5	ALOX5	chrx	1	1	.	3685	3685	0	0	0	0
MARCH8	MARCH8	chrx	1	1	.	7537	7537	5015	6921	5309	8298
ZFAND4	ZFAND4	chrx	1	1	.	6138	6138	33	74	46	78
FAM21C	FAM21C	chrx	1	1	.	5700	5700	812	1073	662	1202
RNA5SP310	RNA5SP310	chrx	1	1	.	116	116	0	0	0	0
RP11-175I17.2	RP11-175I17.2	chrx	1	1	.	1206	1206	0	0	7	0
PTPN20A	PTPN20A	chrx	1	1	.	4506	4506	0	0	0	0
FRMPD2P2	FRMPD2P2	chrx	1	1	.	2353	2353	0	0	0	0
RNA5SP311	RNA5SP311	chrx	1	1	.	116	116	0	0	0	0
RN7SL248P	RN7SL248P	chrx	1	1	.	284	284	0	0	0	0
FAM35BP	FAM35BP	chrx	1	1	.	3630	3630	0	0	0	16
GPRIN2	GPRIN2	chrx	1	1	.	7985	7985	0	0	0	0
NPY4R	NPY4R	chrx	1	1	.	1956	1956	0	0	0	0
LINC00842	LINC00842	chrx	1	1	.	4893	4893	0	0	7	0
ANXA8L1	ANXA8L1	chrx	1	1	.	2127	2127	0	0	0	0
AGAP10	AGAP10	chrx	1	1	.	5971	5971	0	0	0	0
RNA5SP312	RNA5SP312	chrx	1	1	.	116	116	0	0	0	0
RN7SL453P	RN7SL453P	chrx	1	1	.	284	284	0	0	0	0
FAM35DP	FAM35DP	chrx	1	1	.	3062	3062	0	0	0	0
RN7SL754P	RN7SL754P	chrx	1	1	.	264	264	0	0	0	0
ANTXRLP1	ANTXRLP1	chrx	1	1	.	1510	1510	0	0	0	0
ANTXRL	ANTXRL	chrx	1	1	.	3098	3098	0	0	0	0
CTGLF11P	CTGLF11P	chrx	1	1	.	2439	2439	0	0	0	0
AL603965.1	AL603965.1	chrx	1	1	.	1970	1970	0	0	0	0
ANXA8L2	ANXA8L2	chrx	1	1	.	2128	2128	0	0	0	0
ASAH2C	ASAH2C	chrx	1	1	.	2055	2055	0	0	0	0
AGAP9	AGAP9	chrx	1	1	.	2736	2736	5	4	0	1
RNA5SP313	RNA5SP313	chrx	1	1	.	116	116	0	0	0	0
AL591684.1	AL591684.1	chrx	1	1	.	1970	1970	0	0	0	0
ANXA8	ANXA8	chrx	1	1	.	4906	4906	0	0	0	0
ZNF488	ZNF488	chrx	1	1	.	4442	4442	0	12	0	0
AL731561.2	AL731561.2	chrx	1	1	.	99	99	0	0	0	0
PTPN20B	PTPN20B	chrx	1	1	.	4506	4506	0	0	0	0
FRMPD2P1	FRMPD2P1	chrx	1	1	.	2353	2353	0	0	0	0
BMS1P5	BMS1P5	chrx	1	1	.	6651	6651	0	1	0	20
RNA5SP314	RNA5SP314	chrx	1	1	.	116	116	0	0	0	0
RN7SL527P	RN7SL527P	chrx	1	1	.	284	284	0	0	0	0
CTGLF12P	CTGLF12P	chrx	1	1	.	2471	2471	12	0	0	14
RNA5SP315	RNA5SP315	chrx	1	1	.	116	116	0	0	0	0
PTPN20CP	PTPN20CP	chrx	1	1	.	1294	1294	0	0	0	0
AKR1C6P	AKR1C6P	chrx	1	1	.	983	983	0	0	0	0
AKR1C1	AKR1C1	chrx	1	1	.	9423	9423	241	70	224	66
FRMPD2	FRMPD2	chrx	1	1	.	7900	7900	0	0	0	0
MAPK8	MAPK8	chrx	1	1	.	9613	9613	665	743	691	1046
WDFY4	WDFY4	chrx	1	1	.	13692	13692	196	218	263	278
U8	U8	chrx	1	1	.	3315	3315	0	0	0	0
LRRC18	LRRC18	chrx	1	1	.	1784	1784	0	0	0	0
MIR4294	MIR4294	chrx	1	1	.	76	76	0	0	0	0
AKR1C2	AKR1C2	chrx	1	1	.	6086	6086	19	0	31	1
C10orf128	C10orf128	chrx	1	1	.	4120	4120	50	41	23	68
C10orf71	C10orf71	chrx	1	1	.	5467	5467	0	0	0	0
DRGX	DRGX	chrx	1	1	.	2776	2776	0	0	0	0
ERCC6	ERCC6	chrx	1	1	.	8840	8840	1022	1669	974	2008
PGBD3	PGBD3	chrx	1	1	.	3507	3507	111	280	144	270
CHAT	CHAT	chrx	1	1	.	3100	3100	0	0	0	0
C10orf53	C10orf53	chrx	1	1	.	4316	4316	0	0	0	0
OGDHL	OGDHL	chrx	1	1	.	5724	5724	0	24	9	6
RP11-507K13.4	RP11-507K13.4	chrx	1	1	.	1053	1053	0	0	0	0
AKR1C3	AKR1C3	chrx	1	1	.	4532	4532	526	339	538	474
RP11-592B15.3	RP11-592B15.3	chrx	1	1	.	1273	1273	0	0	0	0
RNA5SP316	RNA5SP316	chrx	1	1	.	116	116	0	0	0	0
TIMM23B	TIMM23B	chrx	1	1	.	794	794	0	0	6	27
SNORA74	SNORA74	chrx	1	1	.	1256	1256	0	0	4	0
NCOA4	NCOA4	chrx	1	1	.	4196	4196	9749	9764	8689	11276
TIMM23	TIMM23	chrx	1	1	.	2481	2481	556	952	533	878
PARGP1	PARGP1	chrx	1	1	.	2674	2674	90	42	10	39
RNA5SP317	RNA5SP317	chrx	1	1	.	116	116	0	0	0	0
AGAP6	AGAP6	chrx	1	1	.	2772	2772	163	227	116	231
FAM21A	FAM21A	chrx	1	1	.	5162	5162	551	477	532	610
ASAH2	ASAH2	chrx	1	1	.	6985	6985	0	0	20	11
AKR1CL1	AKR1CL1	chrx	1	1	.	2298	2298	0	0	0	0
SGMS1	SGMS1	chrx	1	1	.	6338	6338	854	1039	649	1279
AC069547.1	AC069547.1	chrx	1	1	.	1579	1579	0	0	0	0
AC069547.2	AC069547.2	chrx	1	1	.	1556	1556	0	0	0	0
RMRPP4	RMRPP4	chrx	1	1	.	154	154	0	0	0	0
RNU7-107P	RNU7-107P	chrx	1	1	.	61	61	0	0	0	0
AL596137.1	AL596137.1	chrx	1	1	.	195	195	1	0	0	15
AKR1C4	AKR1C4	chrx	1	1	.	1914	1914	0	0	0	0
A1CF	A1CF	chrx	1	1	.	9603	9603	0	0	0	0
PRKG1	PRKG1	chrx	1	1	.	7674	7674	0	213	0	181
AC022537.1	AC022537.1	chrx	1	1	.	128	128	0	0	0	0
MIR605	MIR605	chrx	1	1	.	83	83	0	0	0	0
AC068062.1	AC068062.1	chrx	1	1	.	90	90	0	0	0	0
NET1	NET1	chrx	1	1	.	4194	4194	1004	901	972	912
RNA5SP318	RNA5SP318	chrx	1	1	.	92	92	0	0	0	0
PCDH15	PCDH15	chrx	1	1	.	14967	14967	0	0	0	16
AC013737.1	AC013737.1	chrx	1	1	.	52	52	0	0	0	0
RNU6-687P	RNU6-687P	chrx	1	1	.	89	89	0	0	0	0
MIR548F1	MIR548F1	chrx	1	1	.	84	84	0	0	0	0
RN7SL445P	RN7SL445P	chrx	1	1	.	291	291	0	0	0	0
GDI2	GDI2	chrx	1	1	.	4033	4033	7835	9865	6732	10597
ZWINT	ZWINT	chrx	1	1	.	2378	2378	243	305	116	230
SNORD2	SNORD2	chrx	1	1	.	138	138	0	0	0	0
MIR3924	MIR3924	chrx	1	1	.	81	81	0	0	0	0
FBXO18	FBXO18	chrx	1	1	.	6817	6817	2714	2626	2174	2440
IL15RA	IL15RA	chrx	1	1	.	3168	3168	3081	3178	2681	3664
SNORA14	SNORA14	chrx	1	1	.	141	141	0	0	0	0
RN7SKP196	RN7SKP196	chrx	1	1	.	345	345	0	0	0	0
PHYHIPL	PHYHIPL	chrx	1	1	.	4093	4093	5	0	0	0
FAM13C	FAM13C	chrx	1	1	.	6750	6750	0	0	0	0
C10orf40	C10orf40	chrx	1	1	.	4602	4602	0	0	0	0
PFKFB3	PFKFB3	chrx	1	1	.	5534	5534	2638	2848	2853	5473
RN7SKP78	RN7SKP78	chrx	1	1	.	318	318	15	0	0	1
MIR3155A	MIR3155A	chrx	1	1	.	82	82	0	0	0	0
CDK1	CDK1	chrx	1	1	.	3909	3909	41	50	95	75
RNU2-72P	RNU2-72P	chrx	1	1	.	163	163	0	0	0	0
TMEM26	TMEM26	chrx	1	1	.	6907	6907	0	0	0	0
AC067742.1	AC067742.1	chrx	1	1	.	83	83	0	0	0	0
AL671972.1	AL671972.1	chrx	1	1	.	87	87	0	0	0	0
DKFZP667F0711	DKFZP667F0711	chrx	1	1	.	2446	2446	0	0	0	0
RTKN2	RTKN2	chrx	1	1	.	9548	9548	0	21	0	25
RN7SL591P	RN7SL591P	chrx	1	1	.	281	281	0	0	0	0
AC067751.1	AC067751.1	chrx	1	1	.	68	68	0	0	0	0
EGR2	EGR2	chrx	1	1	.	3689	3689	90	12	511	499
PRKCQ	PRKCQ	chrx	1	1	.	3285	3285	16	63	26	115
RNU6-543P	RNU6-543P	chrx	1	1	.	108	108	0	0	0	0
NRBF2	NRBF2	chrx	1	1	.	1850	1850	347	293	327	514
JMJD1C	JMJD1C	chrx	1	1	.	11026	11026	6236	6320	9385	7108
MIR1296	MIR1296	chrx	1	1	.	92	92	0	0	24	0
PRELID1P3	PRELID1P3	chrx	1	1	.	657	657	1	1	0	1
REEP3	REEP3	chrx	1	1	.	5205	5205	3834	5694	3569	6405
DBF4P1	DBF4P1	chrx	1	1	.	1897	1897	0	0	0	0
AC022538.1	AC022538.1	chrx	1	1	.	85	85	0	0	0	0
CTNNA3	CTNNA3	chrx	1	1	.	11133	11133	0	0	0	0
AL392086.1	AL392086.1	chrx	1	1	.	360	360	0	0	0	0
MIR5699	MIR5699	chrx	1	1	.	90	90	0	0	0	0
RNU6-1250P	RNU6-1250P	chrx	1	1	.	107	107	0	0	0	0
RN7SL394P	RN7SL394P	chrx	1	1	.	291	291	0	0	0	0
RPL12P8	RPL12P8	chrx	1	1	.	583	583	17	13	28	22
SIRT1	SIRT1	chrx	1	1	.	4551	4551	226	300	261	333
HERC4	HERC4	chrx	1	1	.	15838	15838	305	507	192	407
AL356741.1	AL356741.1	chrx	1	1	.	97	97	0	0	0	0
RN7SL220P	RN7SL220P	chrx	1	1	.	298	298	0	0	0	0
MYPN	MYPN	chrx	1	1	.	6742	6742	15	0	14	9
RN7SKP202	RN7SKP202	chrx	1	1	.	330	330	0	0	0	0
HNRNPH3	HNRNPH3	chrx	1	1	.	5373	5373	94	162	53	193
RUFY2	RUFY2	chrx	1	1	.	8137	8137	440	955	491	796
DNA2	DNA2	chrx	1	1	.	5006	5006	35	98	76	193
RNA5SP319	RNA5SP319	chrx	1	1	.	119	119	0	0	0	0
SLC25A16	SLC25A16	chrx	1	1	.	7815	7815	238	231	227	302
SNORD98	SNORD98	chrx	1	1	.	67	67	0	0	0	0
MIR1254-1	MIR1254-1	chrx	1	1	.	97	97	0	0	0	0
STOX1	STOX1	chrx	1	1	.	3568	3568	0	0	0	0
RNU6-697P	RNU6-697P	chrx	1	1	.	107	107	0	0	0	0
RNU6-571P	RNU6-571P	chrx	1	1	.	107	107	0	0	0	0
RN7SL373P	RN7SL373P	chrx	1	1	.	304	304	0	0	0	0
VPS26A	VPS26A	chrx	1	1	.	3641	3641	197	78	49	258
HKDC1	HKDC1	chrx	1	1	.	4308	4308	0	0	0	0
HK1	HK1	chrx	1	1	.	6166	6166	3639	4336	2518	5154
AC016821.1	AC016821.1	chrx	1	1	.	87	87	0	0	0	0
COL13A1	COL13A1	chrx	1	1	.	5844	5844	1248	3021	967	2703
AC025426.1	AC025426.1	chrx	1	1	.	91	91	0	0	0	0
AL138925.1	AL138925.1	chrx	1	1	.	86	86	0	0	0	0
SAR1A	SAR1A	chrx	1	1	.	6914	6914	1277	1715	1242	1471
PPA1	PPA1	chrx	1	1	.	5164	5164	599	1059	598	946
CEP57L1P1	CEP57L1P1	chrx	1	1	.	1201	1201	0	0	0	0
AC022532.1	AC022532.1	chrx	1	1	.	1730	1730	0	0	0	5
TBATA	TBATA	chrx	1	1	.	2197	2197	0	0	0	0
AL359832.1	AL359832.1	chrx	1	1	.	72	72	0	0	6	0
CDH23	CDH23	chrx	1	1	.	17359	17359	23	0	0	0
PSAP	PSAP	chrx	1	1	.	3224	3224	19902	28518	17529	32149
RNU7-38P	RNU7-38P	chrx	1	1	.	60	60	0	0	0	0
SPOCK2	SPOCK2	chrx	1	1	.	6572	6572	7	45	3	0
ASCC1	ASCC1	chrx	1	1	.	5098	5098	370	668	485	728
SNORA36	SNORA36	chrx	1	1	.	259	259	0	0	0	0
DNAJB12	DNAJB12	chrx	1	1	.	5649	5649	3267	3684	3049	4056
MICU1	MICU1	chrx	1	1	.	4254	4254	6742	12374	5622	10982
RNU6-805P	RNU6-805P	chrx	1	1	.	106	106	0	0	0	0
AL513185.1	AL513185.1	chrx	1	1	.	72	72	0	0	0	0
Metazoa_SRP	Metazoa_SRP	chrx	1	1	.	4468	4468	0	0	0	0
MCU	MCU	chrx	1	1	.	4533	4533	1537	2440	1520	2529
MIR4676	MIR4676	chrx	1	1	.	72	72	0	0	0	0
P4HA1	P4HA1	chrx	1	1	.	3186	3186	237	574	184	634
NUDT13	NUDT13	chrx	1	1	.	2437	2437	33	52	6	6
SNORA11	SNORA11	chrx	1	1	.	1366	1366	0	1	0	0
MRPS16	MRPS16	chrx	1	1	.	3366	3366	1414	1732	995	1811
TTC18	TTC18	chrx	1	1	.	7424	7424	0	0	0	1
RNU6-833P	RNU6-833P	chrx	1	1	.	107	107	0	0	0	0
ANXA7	ANXA7	chrx	1	1	.	2862	2862	1439	1977	1088	2132
MSS51	MSS51	chrx	1	1	.	2421	2421	31	39	14	19
AL353731.1	AL353731.1	chrx	1	1	.	70	70	0	0	0	0
PPP3CB	PPP3CB	chrx	1	1	.	5303	5303	381	696	333	798
USP54	USP54	chrx	1	1	.	9850	9850	622	1119	370	1271
RNU6-535P	RNU6-535P	chrx	1	1	.	107	107	0	0	0	0
RNU6-883P	RNU6-883P	chrx	1	1	.	107	107	0	0	0	0
AGAP5	AGAP5	chrx	1	1	.	2845	2845	0	29	8	59
RNA5SP320	RNA5SP320	chrx	1	1	.	124	124	0	0	0	0
AC022400.1	AC022400.1	chrx	1	1	.	252	252	1	0	0	0
RP11-464F9.1	RP11-464F9.1	chrx	1	1	.	1131	1131	0	0	0	0
SEC24C	SEC24C	chrx	1	1	.	5363	5363	13782	15828	9090	18385
AC022400.2	AC022400.2	chrx	1	1	.	444	444	0	28	95	27
FUT11	FUT11	chrx	1	1	.	4885	4885	3674	4457	3307	4379
RMRPP1	RMRPP1	chrx	1	1	.	220	220	0	0	0	0
ZSWIM8	ZSWIM8	chrx	1	1	.	7949	7949	7822	8306	7740	9878
NDST2	NDST2	chrx	1	1	.	4685	4685	3295	5169	2981	5369
CAMK2G	CAMK2G	chrx	1	1	.	6770	6770	954	1556	898	1720
C10orf55	C10orf55	chrx	1	1	.	2514	2514	24	52	11	3
PLAU	PLAU	chrx	1	1	.	2950	2950	692	837	1678	3630
VCL	VCL	chrx	1	1	.	5818	5818	32309	41410	28315	42356
ADK	ADK	chrx	1	1	.	2970	2970	167	323	115	261
ITIH5	ITIH5	chrx	1	1	.	14629	14629	0	0	0	0
DUSP13	DUSP13	chrx	1	1	.	2349	2349	0	0	0	0
SAMD8	SAMD8	chrx	1	1	.	7316	7316	1049	1755	1288	2173
AL392111.1	AL392111.1	chrx	1	1	.	101	101	0	0	0	0
VDAC2	VDAC2	chrx	1	1	.	2827	2827	2005	2626	1397	2735
ZNF503	ZNF503	chrx	1	1	.	3347	3347	372	541	156	249
MIR606	MIR606	chrx	1	1	.	96	96	0	0	0	0
AL731568.1	AL731568.1	chrx	1	1	.	93	93	0	0	0	0
AC012047.1	AC012047.1	chrx	1	1	.	61	61	0	0	0	0
KIN	KIN	chrx	1	1	.	7509	7509	19	62	102	122
RN7SL518P	RN7SL518P	chrx	1	1	.	290	290	0	0	0	0
RNU6-673P	RNU6-673P	chrx	1	1	.	104	104	0	0	0	0
ATP5C1	ATP5C1	chrx	1	1	.	2347	2347	7777	13849	7443	13395
KCNMA1	KCNMA1	chrx	1	1	.	18808	18808	18	31	2	0
RNA5SP321	RNA5SP321	chrx	1	1	.	111	111	0	0	0	0
RNU6-1266P	RNU6-1266P	chrx	1	1	.	105	105	0	0	0	6
DLG5	DLG5	chrx	1	1	.	10365	10365	1824	2955	1943	3244
AL391421.1	AL391421.1	chrx	1	1	.	1922	1922	0	0	0	0
RN7SL284P	RN7SL284P	chrx	1	1	.	273	273	0	0	0	0
RPS24	RPS24	chrx	1	1	.	4880	4880	18225	20881	19129	22866
SNORA71	SNORA71	chrx	1	1	.	251	251	0	0	0	0
AC074323.1	AC074323.1	chrx	1	1	.	96	96	0	0	0	0
ZMIZ1	ZMIZ1	chrx	1	1	.	10735	10735	3390	4067	2894	4350
PPIF	PPIF	chrx	1	1	.	2674	2674	1054	904	469	1346
AL133481.1	AL133481.1	chrx	1	1	.	1594	1594	0	0	0	0
SFTPA2	SFTPA2	chrx	1	1	.	2685	2685	12	0	0	0
SFTPA1	SFTPA1	chrx	1	1	.	2436	2436	0	0	0	0
NUTM2B	NUTM2B	chrx	1	1	.	5078	5078	0	0	0	0
NUTM2E	NUTM2E	chrx	1	1	.	3623	3623	0	0	0	0
C1DP3	C1DP3	chrx	1	1	.	426	426	0	0	0	0
C1DP2	C1DP2	chrx	1	1	.	431	431	0	0	0	0
TMEM254	TMEM254	chrx	1	1	.	2996	2996	597	617	430	445
ANXA11	ANXA11	chrx	1	1	.	8770	8770	16582	26819	13561	27853
AL359195.1	AL359195.1	chrx	1	1	.	3930	3930	0	0	0	0
DYDC1	DYDC1	chrx	1	1	.	1373	1373	0	0	0	0
DYDC2	DYDC2	chrx	1	1	.	2460	2460	0	0	0	0
SH2D4B	SH2D4B	chrx	1	1	.	4584	4584	0	0	0	0
AL356154.1	AL356154.1	chrx	1	1	.	80	80	0	0	0	0
AL096864.1	AL096864.1	chrx	1	1	.	87	87	0	0	0	0
RNU6-441P	RNU6-441P	chrx	1	1	.	106	106	0	0	0	0
NRG3	NRG3	chrx	1	1	.	5071	5071	650	362	344	283
RNU6-478P	RNU6-478P	chrx	1	1	.	110	110	0	0	0	0
AL356140.1	AL356140.1	chrx	1	1	.	96	96	0	0	0	0
RNU6-129P	RNU6-129P	chrx	1	1	.	107	107	0	0	0	0
RNU1-65P	RNU1-65P	chrx	1	1	.	148	148	0	0	0	0
CDHR1	CDHR1	chrx	1	1	.	6189	6189	35	0	61	0
LRIT2	LRIT2	chrx	1	1	.	3174	3174	0	0	0	0
RGR	RGR	chrx	1	1	.	4256	4256	0	0	0	0
CCSER2	CCSER2	chrx	1	1	.	8420	8420	5057	7992	5184	9527
AC091487.1	AC091487.1	chrx	1	1	.	98	98	0	0	0	0
RNA5SP299	RNA5SP299	chrx	1	1	.	116	116	0	0	0	0
RNU6-325P	RNU6-325P	chrx	1	1	.	105	105	0	0	0	0
RN7SKP84	RN7SKP84	chrx	1	1	.	349	349	0	0	0	0
GRID1	GRID1	chrx	1	1	.	6033	6033	0	0	0	0
RN7SKP238	RN7SKP238	chrx	1	1	.	249	249	0	0	0	0
RNA5SP322	RNA5SP322	chrx	1	1	.	119	119	0	0	0	0
MIR346	MIR346	chrx	1	1	.	95	95	0	0	0	0
AL732479.1	AL732479.1	chrx	1	1	.	96	96	0	0	0	0
WAPAL	WAPAL	chrx	1	1	.	7280	7280	683	1091	791	1209
RNU6-780P	RNU6-780P	chrx	1	1	.	104	104	0	0	0	0
RPL7AP8	RPL7AP8	chrx	1	1	.	804	804	0	0	0	0
OPN4	OPN4	chrx	1	1	.	2456	2456	0	0	0	0
LDB3	LDB3	chrx	1	1	.	6679	6679	0	0	0	0
RNU1-19P	RNU1-19P	chrx	1	1	.	165	165	0	0	0	0
RNU6-529P	RNU6-529P	chrx	1	1	.	104	104	0	0	0	0
GLUD1	GLUD1	chrx	1	1	.	4027	4027	1110	1740	799	1711
RN7SL733P	RN7SL733P	chrx	1	1	.	284	284	0	0	0	0
MINPP1	MINPP1	chrx	1	1	.	3016	3016	1053	1377	745	1766
PAPSS2	PAPSS2	chrx	1	1	.	4116	4116	1337	3620	1834	4133
ATAD1	ATAD1	chrx	1	1	.	5102	5102	326	651	205	383
RN7SL78P	RN7SL78P	chrx	1	1	.	278	278	0	0	0	0
SNORD74	SNORD74	chrx	1	1	.	535	535	0	0	0	0
RNLS	RNLS	chrx	1	1	.	3933	3933	40	38	18	68
LIPM	LIPM	chrx	1	1	.	1670	1670	0	0	0	0
MIR4679-2	MIR4679-2	chrx	1	1	.	77	77	0	0	0	0
AL353751.1	AL353751.1	chrx	1	1	.	67	67	0	0	0	0
IFIT1	IFIT1	chrx	1	1	.	3079	3079	13	27	1	35
IFIT5	IFIT5	chrx	1	1	.	4015	4015	260	189	111	329
SLC16A12	SLC16A12	chrx	1	1	.	4840	4840	130	146	81	127
PANK1	PANK1	chrx	1	1	.	4127	4127	20	40	3	40
MIR107	MIR107	chrx	1	1	.	87	87	0	0	0	0
KIF20B	KIF20B	chrx	1	1	.	7126	7126	224	476	148	307
RN7SKP143	RN7SKP143	chrx	1	1	.	310	310	0	0	0	0
HTR7	HTR7	chrx	1	1	.	3447	3447	1	0	0	0
RPP30	RPP30	chrx	1	1	.	6872	6872	266	606	262	538
RNU6-740P	RNU6-740P	chrx	1	1	.	105	105	0	0	0	0
DDX18P6	DDX18P6	chrx	1	1	.	1997	1997	0	0	0	0
TUBB8	TUBB8	chrx	1	1	.	2856	2856	0	0	0	0
PCGF5	PCGF5	chrx	1	1	.	8236	8236	2721	3366	2330	3143
HECTD2	HECTD2	chrx	1	1	.	11354	11354	303	392	321	546
SRP9P1	SRP9P1	chrx	1	1	.	959	959	3	6	1	45
BTAF1	BTAF1	chrx	1	1	.	7673	7673	505	534	390	543
SNORA25	SNORA25	chrx	1	1	.	2438	2438	0	0	0	0
AL158040.1	AL158040.1	chrx	1	1	.	101	101	0	0	0	0
CPEB3_ribozyme	CPEB3_ribozyme	chrx	1	1	.	78	78	0	0	0	0
AL161652.1	AL161652.1	chrx	1	1	.	94	94	0	0	0	0
IDE	IDE	chrx	1	1	.	7607	7607	1255	1855	977	2078
RN7SL644P	RN7SL644P	chrx	1	1	.	255	255	0	0	0	0
EIF2S2P3	EIF2S2P3	chrx	1	1	.	999	999	0	0	2	1
EXOC6	EXOC6	chrx	1	1	.	6359	6359	1078	1967	972	2015
MYOF	MYOF	chrx	1	1	.	8499	8499	23602	32826	24541	37146
RNA5SP323	RNA5SP323	chrx	1	1	.	133	133	0	0	0	0
AL356214.1	AL356214.1	chrx	1	1	.	114	114	0	0	0	0
FRA10AC1	FRA10AC1	chrx	1	1	.	8222	8222	103	200	97	91
LGI1	LGI1	chrx	1	1	.	2854	2854	0	0	0	0
SLC35G1	SLC35G1	chrx	1	1	.	6829	6829	190	302	216	211
PIPSL	PIPSL	chrx	1	1	.	3350	3350	1	26	6	10
PLCE1	PLCE1	chrx	1	1	.	13282	13282	0	0	0	0
RNY4P26	RNY4P26	chrx	1	1	.	88	88	0	0	0	0
RNU6-657P	RNU6-657P	chrx	1	1	.	107	107	0	0	0	0
NOC3L	NOC3L	chrx	1	1	.	4691	4691	139	340	160	177
HELLS	HELLS	chrx	1	1	.	10106	10106	175	479	150	385
CYP2C18	CYP2C18	chrx	1	1	.	2545	2545	0	0	0	0
CYP2C8	CYP2C8	chrx	1	1	.	2509	2509	0	0	0	0
C10orf129	C10orf129	chrx	1	1	.	2807	2807	0	0	0	0
SORBS1	SORBS1	chrx	1	1	.	10819	10819	905	436	956	556
ENTPD1	ENTPD1	chrx	1	1	.	14587	14587	1575	1069	1407	1254
CC2D2B	CC2D2B	chrx	1	1	.	3534	3534	0	0	0	0
CCNJ	CCNJ	chrx	1	1	.	4148	4148	738	649	631	958
MIR3157	MIR3157	chrx	1	1	.	85	85	0	0	0	0
RNU6-271P	RNU6-271P	chrx	1	1	.	105	105	0	0	0	0
ZNF518A	ZNF518A	chrx	1	1	.	10883	10883	289	231	290	353
BLNK	BLNK	chrx	1	1	.	3706	3706	0	0	0	0
DNTT	DNTT	chrx	1	1	.	2040	2040	0	0	0	0
OPALIN	OPALIN	chrx	1	1	.	3772	3772	0	0	0	0
RNA5SP324	RNA5SP324	chrx	1	1	.	108	108	0	0	0	0
RNU6-1274P	RNU6-1274P	chrx	1	1	.	107	107	0	0	0	0
RPL13AP5	RPL13AP5	chrx	1	1	.	631	631	300	219	285	425
MIR607	MIR607	chrx	1	1	.	96	96	0	0	0	0
LCOR	LCOR	chrx	1	1	.	11116	11116	1163	1270	1013	1693
AL162502.1	AL162502.1	chrx	1	1	.	90	90	0	0	0	0
ARHGAP19	ARHGAP19	chrx	1	1	.	6161	6161	359	375	328	494
RRP12	RRP12	chrx	1	1	.	6801	6801	916	1609	580	1294
AL355490.1	AL355490.1	chrx	1	1	.	236	236	0	0	0	16
ZDHHC16	ZDHHC16	chrx	1	1	.	3039	3039	1731	2109	1390	2417
MMS19	MMS19	chrx	1	1	.	5855	5855	4705	5269	3870	5563
AL355490.2	AL355490.2	chrx	1	1	.	105	105	0	0	0	0
ANKRD2	ANKRD2	chrx	1	1	.	1509	1509	0	60	0	112
